OBJECTID,PARID,LAND_VAL,BLDG_VAL,GlobalID
1097904,203767,7580,65000,{E2B2BAC5-1F5A-4E08-9EB2-79EE4B2F9FA4}
1098781,204718,22560,80460,{758066C2-64B8-4818-83AA-1F622ECCBE91}
1099366,205360,18910,66500,{04884316-2564-47CB-880E-332E55A9208A}
1100099,206178,27450,108650,{E8983962-C259-4838-BECD-A30611986744}
1100976,207124,19940,103570,{871DCF7C-909A-4D6E-B609-D76C43359752}
1101708,207899,32770,69270,{D7868862-4E48-40F4-944F-A417BC72E8CF}
1102442,208696,25520,71220,{C5B2E283-EB7E-47FE-AA3E-97164E36194A}
1103171,209461,18910,66500,{4A42A447-477C-4600-9F25-4F4B75281672}
1103903,210260,23580,55280,{26A855E2-A1E1-4D6D-8BA9-4A24827AC379}
1104784,211209,21790,79780,{F311066F-39DE-482F-AD32-71F1E9D0D858}
1105658,212172,23360,90820,{387F4AAE-1C25-4324-9C7F-30FE5BED45D7}
1106538,213127,11570,0,{907DA461-4E09-4B10-AF31-42C7BD7B67BD}
1107420,214087,19960,67890,{8E68EA32-F6A1-4C9F-8D74-4E1968DF783E}
1108148,214870,20100,89870,{8F8E4D37-B999-441F-9700-193630E62B6A}
1108881,215684,13220,0,{9C7EC727-DF45-4A21-B46B-64F8D7D32988}
1109614,216481,20110,71610,{6A9633E8-D2E0-4477-A3F7-2F9035A7B326}
1110491,217467,25070,90160,{401C6CE9-64FD-4180-81B5-4AC0AE934773}
1111076,218215,22000,103340,{D0861B8F-FCFC-4216-9F2B-E0A54703C0BB}
1111809,219671,66680,257870,{162B4B35-6D80-4C54-99A9-388A12C22550}
1112686,400358,43310,0,{1F0D29FE-1BA5-4F1B-89C7-B47D3142AB56}
1113418,401303,46840,327500,{CBC90B81-6C23-4F1F-9BEF-FC58AF1EED3B}
1114152,402196,46700,120000,{251132A4-56B5-477D-A8A9-03555B09026F}
1115028,403245,54390,189570,{68EF0133-B3AA-4008-B92C-2A73D886E853}
1115760,405124,302120,1543300,{90EB2547-F5E0-440B-BA90-C1266D2EDB79}
1116641,406832,104250,111500,{3E60735B-D863-48D8-88B6-35892E1534E0}
1117369,500419,47080,132670,{D066873C-8691-4B44-8EB8-60FCE6711886}
1118102,600805,92100,0,{ADC85D09-E78F-407F-9EBD-BA96FAF0D58C}
1118983,900591,133300,425110,{049FBEED-1672-4DFE-855B-DD09D6BEC1DA}
1119858,901582,28250,0,{CBECDD3D-6729-4599-AAD1-571553B9603F}
1120590,902441,37280,139520,{3D55C50B-3C42-4C48-BCD1-0309CF6ADDE8}
1121324,903533,89960,362100,{F46F6328-48FC-44EE-BEF2-468BF7BD46F9}
1122177,1110623,38590,0,{AC53BB08-E52E-48A0-9759-D9436A1CDE32}
1122738,1300581,41470,82020,{EC489F9D-5DE0-48F9-88C5-3F90C895F396}
1123441,1500308,2470,0,{639E948E-762C-438B-A20E-483CA63A76BF}
1124283,1501332,7890,4810,{79D56703-5159-47C3-859F-367233803EB3}
1124985,1502199,77490,68120,{4DAAE86E-EA06-4ACC-8964-8D869E2332CF}
1125689,1503039,31300,78980,{E82466B7-13BA-4F51-8A9F-2BBE684073B7}
1126529,1504024,27180,101100,{EFD46D38-AFA7-40AB-8DBB-3BFE06396DFE}
1127231,1505241,24610,0,{E44C3DEC-1E94-42E2-AE8E-A01B31D864BD}
1127935,1506590,53250,239520,{0133C294-3EAA-43C9-8AE7-15353F63CB49}
1128775,1507527,68930,258280,{7D893E60-F0B9-4B3C-B917-D57D7851A909}
1129477,1600150,1070,0,{2F443E5F-F7DE-4A20-BB25-87FBBE54BB8B}
1130322,1702179,66960,240190,{7325072F-B0E3-48A1-B201-AB50443560F2}
1131161,1900845,6580,0,{F09C8678-2095-4B05-8173-3E95431C0CB0}
1131863,1901860,54780,224030,{E1273DB1-23D7-4B2E-B1BC-5C07E8E688FA}
1132567,1902898,18530,56160,{FCED0FC9-03E2-45C8-8A77-0A93D0EFA41F}
1133408,1904118,26840,115540,{48F72146-92E0-4A83-98E7-F8A38791CDD4}
1134110,1905046,35590,0,{73205455-F4B1-4A03-8B8D-0B215B0ECAD9}
1134813,1906048,6010,0,{D37072F1-B2B9-4FCC-8C40-1AFBF923A110}
1135654,1907295,11140,78170,{17A079D3-4E91-4E0B-B4C9-68694AB0B206}
1136356,1908431,15470,48820,{6D6ADA47-7756-4099-A878-B08A149297FD}
1136918,1909374,94880,388980,{C0C09E71-CC42-4B00-93AD-0C5AD45E3F69}
1137477,1910232,360360,998780,{44B0DB66-7543-4F01-A1C2-44B01EE92030}
1138180,2200724,1700,0,{CCDDF4CB-B68B-4C21-A77F-3A59A9E77FC1}
1138885,2300747,39530,79540,{E5ADC030-FA62-4635-B4A8-D8B1F4054A28}
1139730,2301699,31080,102700,{C11F8A1C-B2A1-4DD4-8CBE-BED11E2D4638}
1140427,2302480,33830,114360,{956FABF7-3313-4DD7-B1CF-55FEF5BD7C98}
1141272,2303450,71890,61980,{178AC952-7953-4BCA-B88B-34CE1ED9BE57}
1142111,2304440,13640,0,{6C8950E7-C09F-4241-875C-CADC13C94591}
1142958,2400285,38340,108170,{399B64E2-DBDA-4A1C-83F4-883F5BA38046}
1143802,2500687,27720,80620,{E626DDA3-9FD2-49F8-A2B9-BBB2FDA2165F}
1144506,2600289,70290,670050,{A5936C5E-175C-4592-A9AA-6A9B8E14BCE4}
1145204,2601108,87010,181680,{694D4512-DE8C-420B-90F2-3542AB008CCC}
1145907,2700229,1130,0,{11776622-D376-4189-8259-761C7AC5ACB6}
1146751,2701724,0,0,{27C8C0CD-5CF1-43DC-83D4-146AE5117789}
1147310,2800668,69750,0,{4FFA36B3-1FE4-4F10-9C46-8553F3C48AB3}
1148012,2801505,9110,0,{75159E91-C179-4ED3-9843-9322FE2927B3}
1148856,2802606,65770,79740,{EEB7DFAF-0327-4D3B-ADB9-F723537B3204}
1149556,2803459,26380,0,{3B8B25E8-6732-4334-8311-04F009951563}
1150258,2804317,44880,128900,{08070642-95F4-4BEB-9686-51261DFFCA8A}
1151103,2805428,122400,33180,{B0747715-E77C-421A-9DAE-C81499EDDAE7}
1151104,2805429,115060,260250,{DBE7A166-1B65-44DE-BFCF-0887704EA11F}
1151105,2805430,32270,126250,{EDCFCB70-755D-4E10-9FA6-BDAC721F987C}
1151106,2805432,28520,123480,{36C147A8-EBEB-48F3-9107-74FC2FD05004}
1151107,2805433,89570,94980,{53D83460-6794-4387-90CF-93856357D09E}
1151108,2805434,60150,113090,{E99785BB-79DD-4D80-829C-FB385C31A877}
1151109,2805435,44330,100440,{D1F79EDC-6427-48D1-9444-AC79BBC32E02}
1151110,2805437,40580,101650,{9F5DE471-A07A-415F-96CB-2B85FDD03AF5}
1151111,2805438,40580,101420,{372F007A-0B2E-425C-A348-7394A36BCB60}
1151112,2805439,35500,118420,{CDF4D0C5-7B7C-4E85-9C18-3BBD3BD31A06}
1151113,2805440,40920,116970,{9C28132B-AB71-455D-A606-FEE73C77628C}
1151114,2805441,40730,105580,{5E337C1B-5FBE-4B6E-90CE-0B0BDEE6B45C}
1151115,2805442,33450,130940,{E32D4131-3F84-4E7B-9709-578FB7A2427D}
1151116,2805443,11170,62190,{340F6966-8C83-4E99-B83B-B80D59C16A65}
1151117,2805444,20440,21960,{DC9357F1-9019-420D-90DE-86FC86357165}
1151118,2805445,4500,0,{FC026BB5-D1BE-49C2-AADB-F20A0520174B}
1151119,2805449,33830,75500,{9F5F3555-3CFA-4483-AB20-45C8A5DB86CE}
1151120,2805450,39360,52690,{5F5E03B6-6E90-4E5B-8AEF-8E0FC530A016}
1151121,2805451,38500,68000,{CCDE91AD-6EA5-4D9F-9A19-15A5D14365D5}
1151122,2805452,770,0,{072FC5CB-ED5B-41D0-B8F2-CECFC0A4F7A3}
1151123,2805453,1710,0,{52BAD351-E304-4AAC-871C-545DFA98D34D}
1151124,2805454,6330,0,{786DBEEC-0C1A-4C2C-86CC-16425F07BE95}
1151125,2805455,9490,0,{3FED2F67-24AA-458C-9695-DCAAFAD84D7C}
1151126,2805456,36650,187410,{1C1735F5-ADF2-4A3F-A379-EC1DA08BD175}
1151127,2805457,37740,94920,{89A08D4C-4E6C-4CA6-BE71-49676D800BBD}
1151128,2805458,86410,40760,{4294F38D-094E-4C08-9A99-E1958EE0E5E4}
1151129,2805459,26330,93160,{D70AA028-0DCA-4B37-8D13-D38B45C6435A}
1151130,2805460,26350,71690,{1F7B3DD6-5B17-4949-BDBF-A568D13E8942}
1151131,2805461,31630,124260,{E87F8F36-4E03-435D-91E4-43AA661B0564}
1151132,2805462,28520,106550,{91F358DC-3C38-4BFA-B443-ACB33F3C5CA9}
1151133,2805463,75750,0,{A66DBF8C-E250-4BD0-883F-03D347944767}
1151134,2805465,82510,220610,{5F77F3B5-339E-4DB7-A7FA-F7132A1CAA3C}
1151135,2805466,20440,78770,{1D468729-3A9B-4742-A43E-61E82105AD42}
1151136,2805467,14450,0,{C26211F9-949C-4CC7-A491-0E44BD045921}
1151137,2805468,31080,91490,{5C0807CF-18D0-4D43-82A0-7055EEB5FB9C}
1151138,2805469,58380,66970,{8FC7C171-0823-4F85-88D8-E41074DD40FA}
1151139,2805470,49260,164810,{30B9D772-7264-41F3-B256-42F86644F644}
1151140,2805471,38680,118100,{F873B0B3-AE75-4C54-8B78-EE3E3FB0F49E}
1151141,2805472,50170,88350,{54E6E22C-58BE-4012-A6A1-56A8F11C1073}
1151142,2805473,5070,0,{1547EE25-35F2-409E-BFEC-89148D8EC496}
1151143,2805474,1830,44780,{1F00D208-5F03-4A75-B28A-92D8F764D57D}
1151144,2805475,28380,169530,{2F3D8156-46DC-4899-8C16-80EB45E4915B}
1151145,2805476,25690,96620,{356A30BF-5CCF-4524-AF00-29DF0A25D2AC}
1151146,2805477,26000,100040,{8F00625F-398E-4F08-AB74-951BC671DA58}
1151147,2805478,19500,0,{BF263CE0-1F34-4500-A3A9-40AF0F78CBBB}
1151148,2805479,51350,74880,{7F824511-4961-4ACD-B438-757100705D17}
1151149,2805480,41080,0,{DE4DF544-8333-4BA5-B834-A8B99213F67E}
1138886,2300748,16070,0,{6E986233-DED5-47ED-8EA0-4E187AB191CC}
1138887,2300749,26780,147330,{567ACB29-79A2-4EB9-9398-B1328CA24EA2}
1138888,2300750,33000,107380,{5FFCD15E-D9D9-4D73-B4CE-7D727CA12DEA}
1138889,2300751,31390,107780,{4A63B5C8-992E-4C8C-AE17-0068F8336A39}
1138890,2300752,26780,88570,{CA471EED-0B4B-4819-B6F4-C25D44B9F3C0}
1138891,2300753,1120,0,{F692ADE3-E130-4018-A4BC-AA4DF19A7268}
1138892,2300754,24890,88030,{AE58F5B1-E514-45D2-94C6-27CEDB67E508}
1138893,2300755,24890,105160,{6065B3F5-815F-4790-9887-FC3BFC807113}
1138894,2300756,26780,50820,{A7BFDD95-0BFD-42FC-84F4-FA7EC53C799B}
1138895,2300757,19100,83600,{4F53EB42-9245-4417-932B-F7CDC048FB5F}
1138896,2300758,9800,0,{9CE426E5-AC14-4BF9-96E7-A4B96AE8311D}
1138897,2300759,39320,107580,{F6A36A55-1A46-48E9-9216-94B1BF56A40A}
1138898,2300760,25550,0,{02903924-3861-41B6-89DE-46EAC29C2136}
1138899,2300761,31080,91390,{0D66BBA4-FD76-4C96-9EDB-54B8E5097FDC}
1138900,2300762,33320,90070,{1FD0EA26-7E8B-4270-B748-BCEC5ACFC586}
1138901,2300765,26780,68130,{3E2D5C68-0E68-42AC-9DB3-0D6A6B49AF96}
1138902,2300766,30050,103750,{93E49CB2-51C7-4EE7-9C16-A915DF31835A}
1138903,2300767,31630,72220,{155649E0-C9F2-4EAE-915E-42549909B8E4}
1138904,2300768,25190,106780,{C7AAECC2-BDAA-4CBC-A881-91D0EE7E74EE}
1138905,2300769,30800,98980,{4824829B-88DA-4232-89AE-81A22F8EA8C3}
1138906,2300770,4030,0,{D9703FCD-DCD1-4739-9519-B3B0751AC2C8}
1138907,2300771,32180,109040,{9B3FEEC1-EE72-4CAF-9378-7520053EA03C}
1138908,2300772,28770,107920,{52CB1518-56B8-4FC5-8D46-408193571CE3}
1138909,2300773,26630,88000,{4148380F-E53E-4C95-B079-DA3F1973E7B3}
1138910,2300774,32660,94600,{09F63A00-1BD4-468E-AAFC-FA66DDA3CE71}
1138911,2300775,32800,106140,{63A4E8FF-EEED-4FA4-8B9E-DCF48D9DF875}
1138912,2300776,33630,101400,{EAFC8BC4-E62B-4843-BF98-0F8C2FA93D60}
1138913,2300779,39040,104140,{AB64FD78-9BDB-4F4C-A3D5-B62809F657B9}
1138914,2300780,25580,131410,{1319D99A-9484-4DE1-90DF-D060BA41C947}
1138915,2300781,27450,73960,{D1213D20-D30C-4827-AEB0-7342138B5786}
1138916,2300782,27400,109110,{D7F27F60-3940-4210-BC7B-2A0F47864824}
1138917,2300783,36000,89710,{600B285F-1C6F-46AB-A989-97F7F0CC0E17}
1138918,2300784,25880,77070,{14C782C5-9323-4742-8D3A-1F24C7086D3B}
1138919,2300785,31900,96340,{59CA44A3-E5B3-46C9-A3B3-E61CDAA496F8}
1138920,2300786,24560,88510,{ABFC8416-F082-4911-A0FE-C7684E8F2AE4}
1138921,2300787,34520,79600,{81B1E57F-CE16-4BAD-9C0C-20B400F8DE9D}
1138922,2300788,54500,94280,{19733916-3F5F-4A0E-8A00-8D36D923C50D}
1138923,2300789,31080,88600,{8C023655-6F44-4BB0-8892-1E7615DAF51D}
1138924,2300790,24520,97550,{21201E76-81CD-4AC7-912C-16ED3EE81F75}
1138925,2300791,25580,137900,{57B7763E-17ED-4500-9071-BB3CE9E179FA}
1138926,2300792,25580,117520,{0A9FFFC6-EC00-45BE-9B6D-7A3F4F2BF4D1}
1138927,2300793,37890,98630,{F0A10339-E3EE-4099-86B5-7EECEAFD2F0B}
1138928,2300794,33990,128870,{82B98773-C9B6-4213-82B5-6D188B321ED7}
1138929,2300795,48680,151270,{5442E6D3-4AF9-4B56-B4CF-4B1983DE31D4}
1138930,2300796,61150,149090,{88C556BE-1A24-40CC-9DF9-3EB124923141}
1138931,2300798,26780,77260,{77AEB9A6-23C4-4D0E-925B-D569A827B851}
1138932,2300799,58340,148450,{3FADF3FD-7EE2-45ED-9A9D-B9C452206BF3}
1138933,2300800,26110,115560,{968F396D-B6D8-428B-B32F-E176E0B361A3}
1138934,2300801,26780,97650,{9AE2152F-359B-47C5-A856-B54FFA4FFC16}
1138935,2300802,26250,88490,{4C19DFA6-FE8C-4456-AA15-5F319F034D6F}
1138936,2300803,25550,88890,{365E80DC-9E05-4FEB-A18F-F6BFE8EA2CE3}
1138937,2300804,40590,48050,{97599B93-5305-471D-A3D5-D30E06B6F06E}
1138938,2300805,28260,105920,{3A0262CA-3D00-4ABF-B78F-3B1DFDED29F9}
1138939,2300806,49830,92710,{55AF0C62-6A67-4C10-97DE-EAE23CA246C2}
1138940,2300807,25300,96800,{9765C0B6-3E6C-4294-B813-1518C9DAE778}
1138941,2300808,58490,55320,{ADB2E354-A310-4EC8-B3CD-E6EE793564BD}
1138942,2300809,71610,50760,{CEC94917-B349-4C95-8434-CCD6214B22BA}
1138943,2300810,20300,41500,{0A92A853-2092-4040-8E4F-276599ED0DB0}
1138944,2300811,50400,190760,{C538C9C2-3D8B-4523-AF23-9CC02CE09D73}
1138945,2300812,26250,87300,{ADC8E92F-76BB-48CA-BABA-5018DA7C2D6F}
1138946,2300813,32660,86030,{2330B61D-CB71-459C-AB23-B0CEA2F636C2}
1138947,2300814,26250,98890,{3C942131-7B5E-4D8F-9686-439CB11CF53F}
1138948,2300815,16300,0,{A7A29F38-74A7-4935-A5EE-BDA7AF6F0766}
1138949,2300816,109400,166780,{3A0A2FE9-4F98-4E36-9724-A334D46A0F8C}
1138950,2300817,25880,100830,{0653BFAC-FA8A-4651-B320-F6373E04A56C}
1138951,2300818,25430,0,{733CEF46-76C2-48B8-813F-7C54EEF12AD3}
1138952,2300819,7200,0,{4B311CF3-EF69-4E04-9336-11BC976A9178}
1138953,2300820,36750,62440,{5C106A22-7311-407A-8110-ED2D9E70C35A}
1138954,2300821,26070,112570,{9801BD49-370F-460C-98A4-0A164655067E}
1138955,2300822,56390,0,{651B000F-AAEF-4E62-8D63-101C72ACCBA6}
1138956,2300823,53970,46880,{C15E36F7-2200-4CB6-B424-3C5C8896F4A8}
1138957,2300824,2270,0,{C5592116-2F74-4E0B-9F94-A1A8F48858A0}
1138958,2300825,1780,0,{7A91D595-FF25-4A2B-B16E-B52B2248FF29}
1138959,2300826,34050,63030,{D75C0AF5-4FE1-4444-A3E3-359C7F4B5A89}
1138960,2300827,23260,95640,{64D28314-D681-4ABD-9C8F-3849E1782C5A}
1138961,2300828,30440,148590,{72109B49-77D0-41A0-9A8A-D1EAA401AFBA}
1138962,2300829,38180,76240,{573289FF-FC0B-4593-9CEC-FA24696979A6}
1138963,2300830,31080,94160,{986F9979-DD99-4D25-B536-28111BF5406E}
1138964,2300836,32180,116420,{7BC40E93-96C4-4C64-8711-7CA1B9C979D3}
1138965,2300837,30460,0,{A858CC49-347D-4BD3-B6B3-72733DDC27C5}
1138966,2300841,31390,106060,{574F325A-B978-4FB5-93B8-A37677181232}
1138967,2300842,34340,101710,{0C990AC9-8D33-459E-9FCE-92B152CAFE96}
1138968,2300843,45980,67670,{726C9274-D078-4D20-A8C5-AD192E16C29D}
1138969,2300844,23390,111230,{645F750C-1950-4210-AF01-1420D1132E70}
1138970,2300845,28900,102000,{9D53903D-9A46-495A-B36A-0EEA2C9D7825}
1138971,2300846,28080,105860,{9D799EFE-268A-46AA-9866-39D59F914E3C}
1138972,2300847,69830,51620,{5958AB04-EFF4-4485-8A99-A28FB114E856}
1138973,2300848,39000,70260,{C113F732-75E1-4D4B-B2A7-E7B84FFE7EB2}
1138974,2300849,26510,93740,{6B73877F-8D97-4F91-B7D6-99566991B2F4}
1138975,2300850,93230,108370,{89502A41-FD3D-4341-9C16-8FCFF0E81538}
1138976,2300851,22770,0,{7E8A7BCA-45E8-4669-9ED6-2D277B5E2ABD}
1138977,2300852,26380,124410,{CAA1B20A-335B-491B-995A-3D4E95A966B5}
1138978,2300853,35090,112730,{F8CF4099-345D-45A9-A407-D52565254177}
1138979,2300854,52610,79380,{275DEC26-BF9E-4112-8406-8213B310293A}
1138980,2300857,50820,140910,{00B225B1-018F-4F46-82EF-6737A002DB00}
1138981,2300858,123600,261560,{3E49F876-1D7C-455E-8510-B282B245F615}
1138982,2300859,83380,198240,{D7C8B067-D40B-46B7-B78D-1E6CE100E7B5}
1138983,2300860,21750,0,{C5F17B81-8DF0-4B48-8057-0BA903E12A94}
1138984,2300861,21750,0,{EE3CC301-4FCF-4D2A-9941-D88CFF5DC3AF}
1138985,2300862,27410,123890,{10305A06-1384-4A2B-A118-B81227CF4B23}
1138986,2300863,17930,100030,{E9F2C646-8D9E-4D84-9540-806589FC8AB0}
1138987,2300864,33240,95530,{4F2774ED-C7BD-41CE-A16A-B48EED98AEE3}
1138988,2300865,6080,50390,{B7850B9A-755C-444F-8F8D-6DD3E1F322C4}
1138989,2300866,26020,107420,{6C75EAB6-A2FB-4E55-801D-44C6A705CB22}
1138990,2300867,27450,66890,{499B1CEA-8D40-42F9-AAF0-E934C074C714}
1138991,2300868,27450,74420,{DE078D1B-EDE3-4384-BE5D-6B8AF6E4EB6B}
1138992,2300869,27450,88630,{CDAF9628-C888-4755-8FF8-9E4199E73341}
1138993,2300870,41670,127010,{85F5AC83-6579-45BB-8274-B15A12EA952F}
1138994,2300871,84330,89850,{766042BF-9EDE-47F7-8028-E7BBF974C1E6}
1138995,2300872,48020,70780,{AB5A1640-BDFF-4795-AC1E-30E664762CA1}
1138996,2300873,8530,0,{D4032E6D-EB28-4B18-8205-1DF46B929623}
1138997,2300874,29390,112770,{204FEA7A-7038-4059-9EBA-7E590687D67F}
1138998,2300875,30090,117520,{C6212392-E59E-4204-9C4F-014D95C56759}
1138999,2300879,34230,43700,{57C2C28F-16CA-493E-9528-AF9A9D3DFB68}
1139000,2300880,26330,102910,{027CC6E5-15E2-4474-8B08-ADEE338507B7}
1139001,2300881,61090,150130,{4019F409-87DB-44F2-A1F0-616E3B98895B}
1139002,2300882,61090,148700,{A1206EA0-D823-44B8-89DA-55DC165E959F}
1139003,2300883,34930,79340,{2CFF1FFF-F755-40AC-BD9D-D9F32CD9A702}
1139004,2300884,15510,0,{5486E8F6-F4FA-4D29-BF64-E35EC15237EC}
1139005,2300885,32180,107840,{F034E7DC-ED45-401B-9ED8-9E3E18872ADF}
1139006,2300886,26250,87480,{FEBF3E5C-CD91-47CF-B8C8-6A547734150A}
1139007,2300887,27450,73850,{1077E27A-D032-4094-AC61-496714CAB00F}
1139008,2300888,24530,91180,{C64DF297-1AEF-4ABB-8601-C752D54CDDDE}
1139009,2300889,24530,92250,{CA0DFCA3-2391-444D-A45F-788E5E3AEAEC}
1139010,2300890,41000,60940,{3C85D53D-2206-465F-87FC-2A26EA7DA44F}
1139011,2300891,29010,121520,{E9037D67-381A-4917-914A-B3CEA758DAF4}
1139012,2300892,26780,102280,{64821983-3C84-4B22-AD7C-1D16BDC904A6}
1139013,2300893,26690,117920,{A2C39E5A-3602-4781-BAFB-834F1D8A9BF1}
1139014,2300894,179730,31630,{26B9F99C-2DCF-42B4-83CA-FE5191C86C75}
1139015,2300895,587760,2087470,{ABE6FCF4-92D1-432F-AB21-196EBA6D1D36}
1139016,2300896,545210,7740810,{6D7EFF95-BC65-4A1E-9126-AF2BCEC65261}
1139017,2300897,0,0,{30403397-FB62-48C5-B680-94ED2B04D053}
1139018,2300899,33220,99260,{E764F872-16CB-4626-BF77-378E5DBCECEF}
1139019,2300900,26970,101230,{750176B5-7F66-4C7A-B9E4-BDD9A338DBF0}
1139020,2300901,8980,0,{20081F43-7E34-461F-A17C-889E9785D291}
1139021,2300902,22710,104850,{51084384-5613-4C4D-893F-01203AB59263}
1139022,2300903,25680,76180,{C698C2E9-DCF9-4477-B4DA-CF07C4CCF74F}
1139023,2300904,25500,86970,{ABB14E0F-D1C9-44C3-B0D4-2184608C6B9E}
1139024,2300905,25860,103170,{2852D834-77DE-4929-878D-494FAD776672}
1139025,2300906,18480,0,{A771ADA7-595B-4719-9D1D-5D83CB6DD43B}
1139731,2301700,23580,107730,{DC2053CF-C352-4F26-8502-C87BF5C9B347}
1139732,2301701,34120,61000,{8EB43873-198B-4A3E-8685-BDDD1CE12E6B}
1139733,2301702,28880,150850,{B58EC42C-6D3E-43AE-BAF4-9CF1F846D821}
1139734,2301704,26690,71660,{63C5C64C-7854-4D7A-9E3F-9F61C3CBD756}
1139735,2301706,31390,75510,{B30151B8-BC13-420C-A838-EAF4987AF307}
1139736,2301707,2460,0,{60532885-F315-436D-B058-ABE88E4CEBF0}
1139737,2301709,24530,0,{FB80657D-0B9E-42FA-94E7-6B21ADDFF1F2}
1139738,2301710,60,0,{094A0AFC-D009-45B1-B18E-2F10BD1313F7}
1139739,2301712,190,0,{236D1958-218C-4F22-9C81-58A746ACC622}
1139740,2301713,330,90670,{F706C116-83EF-4586-A3C9-48F7D92D7D64}
1139741,2301714,66990,207170,{ACE4FF60-22CF-4E16-AC35-A2936EB0CAF1}
1139742,2301715,67650,111550,{7F336FCC-D2E5-4C97-9E6D-1AA0CE7DFCA9}
1139743,2301716,30180,0,{E3A29A99-959F-46DD-AD37-C77AA601173F}
1139744,2301717,32770,82510,{1DB2E939-D4A4-4D08-80E5-677829E3318B}
1139745,2301718,30180,94890,{C3751F2D-CFCE-4AA6-9B16-EA58E2465423}
1139746,2301719,9850,0,{FC80947E-FD25-4C06-A853-B131E0343C71}
1139747,2301720,18530,86890,{5451F120-6A1E-46E6-B8B7-7673430A0734}
1139748,2301722,4710,0,{FC105172-AABA-4891-B254-8E556CCE2068}
1139749,2301723,88250,198780,{2AEE26E6-8BAC-43AC-B41A-65A1AC8677F2}
1139750,2301724,66220,144290,{EBE7C1D4-AFEA-47F5-8CC8-8ECE2A26E958}
1139751,2301725,48730,188230,{5CAC4E5C-6860-406B-BB05-3A22ACF7449C}
1139752,2301726,155290,54680,{2FF15868-EB1D-437A-B952-A61AAD379097}
1139753,2301727,29050,101550,{04BC6912-CF7B-4113-8D8F-ED77FAC96497}
1139754,2301728,27140,103640,{B26486BE-E752-4D2F-97A5-BF6F21FE8F2E}
1139755,2301729,25800,112460,{55B70746-7895-4171-9B78-81B9A9141A0C}
1139756,2301730,29930,89650,{4CA8ADB9-7812-4669-8A06-594CE61004B4}
1139757,2301731,34560,133420,{8EF2E141-B6A3-4439-93EC-18F1C1CAAC77}
1139758,2301732,8400,0,{EEB90511-B6E3-4895-8814-4E89D99ECFBE}
1139759,2301733,19100,123870,{A3BC2C51-DEFC-4D85-BEC4-CCBBDACDAE36}
1139760,2301734,61430,149990,{7A1C099E-789A-4A5A-81D0-A4C8E8705E02}
1139761,2301735,61150,157130,{844D3A0F-3786-4CDF-91B4-C717BB40DB47}
1139762,2301736,31080,82020,{47A0E030-D65F-425C-8955-67720DF24A91}
1139763,2301737,29100,44070,{5CD6ED44-16D1-4871-9CAE-AAF6797D4746}
1139764,2301738,30950,99080,{BAEBCC41-D104-43E7-A944-B409CD4E1EF0}
1139765,2301739,25920,86430,{CDF28BD5-62DC-4FFE-816F-73257049B8F6}
1139766,2301740,38360,122330,{C26F51A3-DDD4-4DC9-A4F6-25009496FFA5}
1139767,2301741,36190,63880,{CCE6EBB2-07F0-4E21-8F70-F41FFB1186EB}
1139768,2301742,6080,50390,{ECD92906-26B3-4F02-94D0-647A890AA8D5}
